"441344","441176","AP_PRIORITAET","Query Item","400048"
"441628","441176","AP_PROJEKT","Query Item","400048"
"441484","441176","AP_PVLB","Query Item","400048"
"441252","441176","AP_RST_LAGERORT_426DE_MENGE","Query Item","400048"
"441516","441176","AP_RST_LAGERORT_426DE_TAGE","Query Item","400048"
"441244","441176","AP_RST_LAGERORT_426DE_WERT","Query Item","400048"
"441548","441176","AP_RST_MENGE","Query Item","400048"
"441508","441176","AP_RST_TAGE","Query Item","400048"
"441192","441176","AP_RST_VERSANDBEREIT_MENGE","Query Item","400048"
"441444","441176","AP_RST_VERSANDBEREIT_TAGE","Query Item","400048"
"441224","441176","AP_RST_VERSANDBEREIT_WERT","Query Item","400048"
"441280","441176","AP_RST_WERT","Query Item","400048"
"441488","441176","AP_RUECKMELDE_NR","Query Item","400048"
"441352","441176","AP_RUECKMELDE_NR_DISP","Query Item","400048"
"441568","441176","AP_RUECKSTAND","Query Item","400048"
"441532","441176","AP_RUECKSTAND_E1","Query Item","400048"
"441396","441176","AP_RUECKSTAND_E1_SORT","Query Item","400048"
"441464","441176","AP_RUECKSTAND_E2","Query Item","400048"
"441292","441176","AP_RUECKSTAND_E2_SORT","Query Item","400048"
"441468","441176","AP_RUECKSTAND_E3","Query Item","400048"
"441260","441176","AP_RUECKSTAND_E3_SORT","Query Item","400048"
"441460","441176","AP_RUECKSTAND_E4","Query Item","400048"
"441476","441176","AP_RUECKSTAND_E4_SORT","Query Item","400048"
"441416","441176","AP_SAMMELRECHNUNG","Query Item","400048"
"441288","441176","AP_SPERRKENNZEICHEN","Query Item","400048"
"441428","441176","AP_SPK_ANGEBOTE","Query Item","400048"
"441588","441176","AP_SPK_AUFTRAEGE","Query Item","400048"
"441376","441176","AP_SPK_BELEGDRUCK","Query Item","400048"
"441656","441176","AP_SPK_FERTIGUNG","Query Item","400048"
"441184","441176","AP_SPK_GUTSCHRIFTEN","Query Item","400048"
"441536","441176","AP_SPK_LIEFERSCHEINE","Query Item","400048"
"441232","441176","AP_SPK_RECHNUNGEN","Query Item","400048"
"441520","441176","AP_START_TERMIN","Query Item","400048"
"441332","441176","AP_STORNO_BETRAG","Query Item","400048"
"441308","441176","AP_USER1","Query Item","400048"
"441312","441176","AP_USER2","Query Item","400048"
"441316","441176","AP_USER3","Query Item","400048"
"441320","441176","AP_USER4","Query Item","400048"
"441324","441176","AP_USER5","Query Item","400048"
"441576","441176","AP_VERSAND","Query Item","400048"
"441644","441176","AP_VERSANDART_KENNER","Query Item","400048"
"441448","441176","AP_VERSANDBEREIT_MENGE","Query Item","400048"
"441592","441176","AP_VERSANDBEREIT_TAGE","Query Item","400048"
"441360","441176","AP_VERSANDBEREIT_WERT","Query Item","400048"
"441412","441176","AP_VERSANDFAEHIG_KOPF","Query Item","400048"
"441248","441176","AP_VERSANDFAEHIG_POS","Query Item","400048"
"441380","441176","AP_VERSAND_STATUS","Query Item","400048"
"441512","441176","AP_VERTRETER_ID1_HIST","Query Item","400048"
"441480","441176","AP_VERTRETER_NR1_HIST","Query Item","400048"
"441188","441176","AP_WAEHRUNG","Query Item","400048"
"441328","441176","AP_WAEHRUNGSDIM","Query Item","400048"
"441436","441176","AP_WAEHRUNGSKURS","Query Item","400048"
"441632","441176","AP_WARENEMPF_FOLGE_NR","Query Item","400048"
"441608","441176","AP_WARENEMPF_NR","Query Item","400048"
"441596","441176","AP_WERKSKUNDEN_NR","Query Item","400048"
"441424","441176","AP_WERKSKUNDEN_TEXT","Query Item","400048"
"441624","441176","AP_WUNSCHTERMIN","Query Item","400048"
"441372","441176","AP_ZEITSTEMPEL","Query Item","400048"
"441356","441176","AP_ZN_ID","Query Item","400048"
"441268","441176","AP_ZN_NR","Query Item","400048"
"441620","441176","AP_ZU_ABSCHLAG","Query Item","400048"
"441604","441176","AP_ZU_ABSCHLAG_PROZENT","Query Item","400048"
"441528","441176","AP_Z_L_TERMIN","Query Item","400048"
"449780","440008","FA_110_VE_AUFTRAG_DISP","Query Subject","400048"
"449900","449780","APD_ABW_WUNSCH_AUFNAHME","Query Item","400048"
"449876","449780","APD_AKKREDITIV_KENNER","Query Item","400048"
"449856","449780","APD_ANLIEFER_ADRESS_FOLGE_NR","Query Item","400048"
"449896","449780","APD_ANLIEFER_ADRESS_NR","Query Item","400048"
"449904","449780","APD_ARTIKEL_NR","Query Item","400048"
"449828","449780","APD_AUFNAHMEDATUM","Query Item","400048"
"449844","449780","APD_AUFTRAGS_ART","Query Item","400048"
"449968","449780","APD_AUFTRAGS_NR","Query Item","400048"
"449824","449780","APD_AUFTRAGS_POS_NR","Query Item","400048"
"449916","449780","APD_AUFTRAGS_UPOS","Query Item","400048"
"449808","449780","APD_AWG_KENNER","Query Item","400048"
"449944","449780","APD_DISPOTERMIN","Query Item","400048"
"449976","449780","APD_DLZ_PLAN","Query Item","400048"
"449924","449780","APD_IST_LIEFERZEIT","Query Item","400048"
"449992","449780","APD_KD_VORGANGS_ART","Query Item","400048"
"449920","449780","APD_KENNWORT","Query Item","400048"
"449996","449780","APD_KORREKTURDATUM","Query Item","400048"
"449964","449780","APD_KUNDEN_BESTELL_NR","Query Item","400048"
"449880","449780","APD_KUNDEN_ID","Query Item","400048"
"449980","449780","APD_KUNDEN_NR","Query Item","400048"
"449848","449780","APD_LIEFERFAEHIGKEIT","Query Item","400048"
"449784","449780","APD_LIEFERFAEHIGKEIT_E1","Query Item","400048"
"449868","449780","APD_LIEFERFAEHIGKEIT_E1_SORT","Query Item","400048"
"449796","449780","APD_LIEFERFAEHIGKEIT_E2","Query Item","400048"
"449952","449780","APD_LIEFERFAEHIGKEIT_E2_SORT","Query Item","400048"
"449792","449780","APD_LIEFERFAEHIGKEIT_E3","Query Item","400048"
"449816","449780","APD_LIEFERFAEHIGKEIT_E3_SORT","Query Item","400048"
